"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-5.29314725841372","-11.8722598069366","-22.5572936331796","-0.107415683967522","%","min","umol/min/g","A2","G45","8","sym","EC","PLF"
"2","-1.16516772231484","-2.61341187815808","-4.70414138068454","-0.0147004418146392","%","min","umol/min/g","A3","G47","8","sym","EC","PLF"
"3","-1.06664888772881","-2.39243914813952","-4.54563438146509","-0.029905489351744","%","min","umol/min/g","A4","B47","8","sym","EC","PLF"
"4","-2.37581383862581","-5.32882947857642","-10.1247760092952","-0.0772883664831694","%","min","umol/min/g","A5","B49","8","sym","EC","PLF"
"5","-0.197576613139991","-0.443154283917569","-0.841993139443381","-0.0113782856681538","%","min","umol/min/g","A6","B51","8","sym","EC","PLF"
"6","-0.291704550290283","-0.654278454544588","-1.24312906363472","-0.00857330388713598","%","min","umol/min/g","B2","W44","8","sym","EC","PLF"
"7","-1.19732571879573","-2.68554062698229","-5.10252719126636","-0.0301924685873749","%","min","umol/min/g","B3","W46","8","sym","EC","PLF"
"8","-0.177407182542017","-0.397915277986552","-0.756039028174449","-0.00812945191585429","%","min","umol/min/g","B4","Y40","8","sym","EC","PLF"
"9","-3.88569889418192","-8.71542478436149","-16.5593070902868","-0.112648347552972","%","min","umol/min/g","B5","Y42","8","sym","EC","PLF"
"10","-0.357321167286771","-0.801453185683281","-1.52276105279823","-0.0129047546847308","%","min","umol/min/g","B6","Y44","8","sym","EC","PLF"
"11","-0.716530468184864","-1.6071413589249","-3.05356858195731","-0.0193263834301095","%","min","umol/min/g","C3","G97","8","apo","EC","PLF"
"12","-0.174840393199395","-0.39215810017578","-0.745100390333982","-0.00993467187111976","%","min","umol/min/g","C4","B97","8","apo","EC","PLF"
"13","-0.882004055900889","-1.97829019130016","-3.75875136347031","-0.0332632864023921","%","min","umol/min/g","C5","W92","8","apo","EC","PLF"
"14","-3.31115080005148","-7.42674266159338","-14.1108110570274","-0.217089400877345","%","min","umol/min/g","C6","W94","8","apo","EC","PLF"
"15","-2.16204813724424","-4.8493638939793","-8.72885500916273","-0.0593799660487261","%","min","umol/min/g","D2","Y88","8","apo","EC","PLF"
"16","-2.16204813724424","-4.8493638939793","-9.21379139856066","-0.0347690241455119","%","min","umol/min/g","D3","Y93","8","apo","EC","PLF"
