"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-0.232418112756986","-0.523208793908576","-0.994096708426294","-0.00365476731039079","%","min","umol/min/g","A2","G28","22","sym","SW","PLS"
"2","-1.26821735606506","-2.85495164473054","-5.42440812498802","-0.0191000286091127","%","min","umol/min/g","A3","G30","22","sym","SW","PLS"
"3","-0.133931651979961","-0.301500675947264","-0.572851284299802","-0.00578637660908891","%","min","umol/min/g","A4","G32","22","sym","SW","PLS"
"4","-0.135664793585334","-0.305402243334863","-0.580264262336239","-0.00394737593426013","%","min","umol/min/g","A5","B28","22","sym","SW","PLS"
"5","-0.207652235404065","-0.467457008188424","-0.888168315558006","-0.00830063846315893","%","min","umol/min/g","A6","B31","22","sym","SW","PLS"
"6","-0.256392154312723","-0.577178035886746","-1.09663826818482","-0.0045315630916728","%","min","umol/min/g","B2","W24","22","sym","SW","PLS"
"7","-0.149689975735988","-0.336975077957542","-0.64025264811933","-0.00429699763838477","%","min","umol/min/g","B4","Y22","22","sym","SW","PLS"
"8","-0.139770789309502","-0.314645469024772","-0.597826391147067","-0.00622735824111528","%","min","umol/min/g","B5","Y24","22","sym","SW","PLS"
"9","-0.277581028666795","-0.62487743961896","-1.18726713527602","-0.0051175307555001","%","min","umol/min/g","C2","G65","22","apo","SW","PLS"
"10","-0.264138512940059","-0.594616276420218","-1.12977092519841","-0.00523042094999266","%","min","umol/min/g","C3","G70","22","apo","SW","PLS"
"11","-0.144951239928312","-0.326307457361305","-0.619984168986479","-0.00553557293737927","%","min","umol/min/g","C4","G73","22","apo","SW","PLS"
"12","-0.125551354581212","-0.282635342077268","-0.537007149946809","-0.00422840275548669","%","min","umol/min/g","C5","B74","22","apo","SW","PLS"
"13","-0.403698261180315","-0.908786659652426","-1.72669465333961","-0.0107248115114261","%","min","umol/min/g","C6","W64","22","apo","SW","PLS"
"14","-0.170004544438741","-0.382706285666186","-0.727141942765754","-0.00472170092705035","%","min","umol/min/g","D2","W71","22","apo","SW","PLS"
"15","-0.170004544438741","-0.382706285666186","-0.727141942765754","-0.00555070185317369","%","min","umol/min/g","D3","Y64","22","apo","SW","PLS"
"16","-0.139446483671267","-0.313915407327663","-0.596439273922559","-0.00377493211343392","%","min","umol/min/g","D4","W67","22","apo","SW","PLS"
