"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-0.135220264127777","-0.309138030591179","-0.58736225812324","-0.00675129032325563","%","min","umol/min/g","A2","G39","15","sym","SW","NLS"
"2","-0.143511776644421","-0.328093930925727","-0.623378468758881","-0.00959043798090587","%","min","umol/min/g","A3","G41","15","sym","SW","NLS"
"3","-0.359833067001638","-0.822643605912166","-1.56302285123311","-0.00849468940887562","%","min","umol/min/g","A4","G43","15","sym","SW","NLS"
"4","-0.185143980557733","-0.423272694330373","-0.804218119227709","-0.00470302993700414","%","min","umol/min/g","A5","B38","15","sym","SW","NLS"
"5","-0.135420525506098","-0.309595864396613","-0.588232142353564","-0.00544659391068115","%","min","umol/min/g","A6","B40","15","sym","SW","NLS"
"6","-0.307767746549342","-0.703612847241912","-1.33686440975963","-0.00961772956661606","%","min","umol/min/g","B2","W33","15","sym","SW","NLS"
"7","-0.145222359525862","-0.332004633412094","-0.630808803482978","-0.00492819377721076","%","min","umol/min/g","B3","W35","15","sym","SW","NLS"
"8","-0.143302872532808","-0.327616338265611","-0.622471042704661","-0.00332872215350086","%","min","umol/min/g","B4","W37","15","sym","SW","NLS"
"9","-0.679969394782898","-1.55453327148383","-2.95361321581927","-0.013069085025749","%","min","umol/min/g","B5","Y31","15","sym","SW","NLS"
"10","-0.149909588641774","-0.342720488666254","-0.651168928465882","-0.00327220567068283","%","min","umol/min/g","B6","Y33","15","sym","SW","NLS"
"11","-0.690253065841173","-1.57804360729562","-2.99828285386167","-0.0182822125235468","%","min","umol/min/g","C2","G79","15","apo","SW","NLS"
"12","-1.49353621446616","-3.41449446896789","-6.487539491039","-0.0238512481288198","%","min","umol/min/g","C3","G84","15","apo","SW","NLS"
"13","-0.147276697270296","-0.336701221816058","-0.63973232145051","-0.00488345283550008","%","min","umol/min/g","C4","B83","15","apo","SW","NLS"
"14","-0.132846215996229","-0.303710526299205","-0.577049999968489","-0.00424301470565065","%","min","umol/min/g","C5","B85","15","apo","SW","NLS"
"15","-0.103962254103207","-0.237676554594773","-0.451585453730068","-0.00396127590991288","%","min","umol/min/g","C6","W82","15","apo","SW","NLS"
"16","-0.0971515653196358","-0.222106085692765","-0.422001562816254","-0.00578084332625006","%","min","umol/min/g","D2","W77","15","apo","SW","NLS"
"17","-0.0971515653196358","-0.222106085692765","-0.422001562816254","-0.00293056640844621","%","min","umol/min/g","D3","Y75","15","apo","SW","NLS"
"18","-0.139327648496751","-0.31852825566503","-0.605203685763557","-0.00599211570062928","%","min","umol/min/g","D4","Y77","15","apo","SW","NLS"
