"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-0.676893021181591","-1.51823658338545","-2.73282585009381","-0.00740603211407536","%","min","umol/min/g","A2","G44","8","sym","SW","PLF"
"2","-0.345688596923359","-0.775361922615288","-1.47318765296905","-0.00944351059595543","%","min","umol/min/g","A3","G46","8","sym","SW","PLF"
"3","-0.177184242308599","-0.397415234393707","-0.755088945348044","-0.00820748853639178","%","min","umol/min/g","A4","G48","8","sym","SW","PLF"
"4","-0.791126136113037","-1.7744556441467","-3.37146572387873","-0.0184233099665505","%","min","umol/min/g","A5","B48","8","sym","SW","PLF"
"5","-0.258838646424249","-0.580561905497679","-1.10306762044559","-0.00499125620111127","%","min","umol/min/g","A6","B50","8","sym","SW","PLF"
"6","-0.177203470080234","-0.397458361306529","-0.755170886482404","-0.00609008779421294","%","min","umol/min/g","B2","W43","8","sym","SW","PLF"
"7","-0.108959484195709","-0.244390575521025","-0.464342093489947","-0.00539932666848776","%","min","umol/min/g","B3","W45","8","sym","SW","PLF"
"8","-0.787103703784881","-1.76543353323154","-3.35432371313993","-0.0189509814301691","%","min","umol/min/g","B4","W47","8","sym","SW","PLF"
"9","-5.66770990740292","-12.7123847582509","-22.8822925648516","-0.0691307932472859","%","min","umol/min/g","B5","Y41","8","sym","SW","PLF"
"10","-0.929168376145951","-2.08407736030002","-3.95974698457003","-0.0175210043565046","%","min","umol/min/g","B6","Y43","8","sym","SW","PLF"
"11","-0.221419239870169","-0.496632081757132","-0.943600955338551","-0.00865688949851882","%","min","umol/min/g","C2","G93","8","apo","SW","PLF"
"12","-0.277785721273877","-0.623059229719805","-1.18381253646763","-0.00739882835292268","%","min","umol/min/g","C3","G95","8","apo","SW","PLF"
"13","-0.264022930868561","-0.592189991555195","-1.12516098395487","-0.00571147707591305","%","min","umol/min/g","C4","G98","8","apo","SW","PLF"
"14","-0.368212503984503","-0.8258818993781","-1.56917560881839","-0.00772992910747975","%","min","umol/min/g","C5","W2","8","apo","SW","PLF"
"15","-0.347018247801839","-0.778344261838279","-1.47885409749273","-0.00564448128814019","%","min","umol/min/g","C6","W93","8","apo","SW","PLF"
"16","-0.280799480785364","-0.629818938862437","-1.19665598383863","-0.00965045148256959","%","min","umol/min/g","D2","W95","8","apo","SW","PLF"
"17","-0.280799480785364","-0.629818938862437","-1.13367408995239","-0.0043771200384262","%","min","umol/min/g","D3","Y92","8","apo","SW","PLF"
