"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria"
"1","-1.70090198265444","-3.92281837015049","-7.06107306627088","-0.0155873577621874","%","min","umol/min/g","A2","G33","8","sym","SW"
"2","-0.546471363848004","-1.26033594335557","-2.39463829237559","-0.0140861076022093","%","min","umol/min/g","A3","G35","8","sym","SW"
"3","-0.886572239734558","-2.04471621760863","-3.88496081345639","-0.0218256225475078","%","min","umol/min/g","A4","G38","8","sym","SW"
"4","-0.477940304434429","-1.10228162774245","-2.09433509271066","-0.010965105197438","%","min","umol/min/g","A5","B33","8","sym","SW"
"5","-0.178457815576301","-0.41158021119308","-0.782002401266852","-0.00375962692916756","%","min","umol/min/g","A6","B35","8","sym","SW"
"6","-0.516457891314654","-1.19111537532373","-2.26311921311508","-0.011848791691702","%","min","umol/min/g","B2","W28","8","sym","SW"
"7","-0.156947872779498","-0.361971474414197","-0.687745801386975","-0.00487762979707074","%","min","umol/min/g","B3","W30","8","sym","SW"
"8","-0.0941815015393892","-0.217212354465303","-0.412703473484076","-0.00195594063262595","%","min","umol/min/g","B4","W32","8","sym","SW"
"9","-0.305125844028066","-0.703716779901096","-1.33706188181208","-0.00777361559193071","%","min","umol/min/g","B5","Y26","8","sym","SW"
"10","-0.303814521875597","-0.700692455935725","-1.33131566627788","-0.00774020736208068","%","min","umol/min/g","B6","Y28","8","sym","SW"
"11","-0.0499377729725361","-0.115172311619833","-0.2073101609157","-0.00246797810613929","%","min","umol/min/g","C3","G76","8","apo","SW"
"12","-0.250711327838343","-0.578219681368251","-1.09861739459968","-0.00722774601710314","%","min","umol/min/g","C4","G78","8","apo","SW"
"13","-1.00039797459411","-2.30723439223388","-4.38374534524437","-0.0231944198161078","%","min","umol/min/g","C5","B77","8","apo","SW"
"14","-0.0920974852405036","-0.212405953212126","-0.40357131110304","-0.00246080067745756","%","min","umol/min/g","C6","B79","8","apo","SW"
"15","-0.14044838706785","-0.323918437667965","-0.615445031569134","-0.00366336328314961","%","min","umol/min/g","D2","W72","8","apo","SW"
"16","-0.14044838706785","-0.323918437667965","-0.615445031569134","-0.00223798193297867","%","min","umol/min/g","D3","W74","8","apo","SW"
"17","-0.134849595959799","-0.311005853149119","-0.590911120983326","-0.00496563967212879","%","min","umol/min/g","D4","W76","8","apo","SW"
"18","-0.110632419043167","-0.255153377550558","-0.484791417346061","-0.00263473596383729","%","min","umol/min/g","D5","Y70","8","apo","SW"
"19","-0.0649015263359219","-0.149683463455099","-0.284398580564688","-0.00225713159178323","%","min","umol/min/g","D6","Y72","8","apo","SW"
