"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-3.30235804771633","-7.48645727687761","-14.2242688260675","-0.0544991142761205","%","min","umol/min/g","A2","B2","22","sym","EC","PDF"
"2","-0.378081793302076","-0.857112751501498","-1.62851422785285","-0.00930579558773055","%","min","umol/min/g","A3","B4","22","sym","EC","PDF"
"3","-0.325202292796137","-0.737234738384749","-1.40074600293102","-0.00828843788716582","%","min","umol/min/g","A4","B44","22","sym","EC","PDF"
"4","-0.245207108002612","-0.555885373882376","-1.05618221037651","-0.0107773694936379","%","min","umol/min/g","A5","B46","22","sym","EC","PDF"
"5","-0.609889859804409","-1.38262245130689","-2.62698265748308","-0.0213575825811633","%","min","umol/min/g","A6","W39","22","sym","EC","PDF"
"6","-0.203332225776165","-0.460954869002881","-0.875814251105474","-0.00842129087601417","%","min","umol/min/g","B2","W41","22","sym","EC","PDF"
"7","-0.178309594183554","-0.404228475417947","-0.7680341032941","-0.00650876358723813","%","min","umol/min/g","B3","Y35","22","sym","EC","PDF"
"8","-0.557352217027944","-1.26351943086189","-2.40068691863759","-0.0144619693893831","%","min","umol/min/g","B4","Y37","22","sym","EC","PDF"
"9","-0.225838600697472","-0.511976899888439","-0.972756109788034","-0.00405315045745014","%","min","umol/min/g","B5","Y39","22","sym","EC","PDF"
"10","-0.801509033145887","-1.81702378935792","-3.45234519978005","-0.0141489557368035","%","min","umol/min/g","C2","G87","22","apo","EC","PDF"
"11","-0.195681789837552","-0.443611303896874","-0.84286147740406","-0.00708286955801731","%","min","umol/min/g","C3","G92","22","apo","EC","PDF"
"12","-0.43896431180612","-0.99513363448977","-1.89075390553056","-0.0100572016251626","%","min","umol/min/g","C5","B92","22","apo","EC","PDF"
"13","-0.188183454896905","-0.426612552286734","-0.810563849344795","-0.00844337343067495","%","min","umol/min/g","C6","B94","22","apo","EC","PDF"
"14","-0.616055654654511","-1.396600329858","-2.5138805937444","-0.00852162913133696","%","min","umol/min/g","D2","W84","22","apo","EC","PDF"
"15","-0.616055654654511","-1.396600329858","-2.6535406267302","-0.0402051610110637","%","min","umol/min/g","D3","W87","22","apo","EC","PDF"
"16","-0.24284873188585","-0.550538926953899","-1.04602396121241","-0.0113698256653523","%","min","umol/min/g","D4","Y82","22","apo","EC","PDF"
"17","-0.367255500739304","-0.832569508289509","-1.58188206575007","-0.00982535444565259","%","min","umol/min/g","D5","Y84","22","apo","EC","PDF"
