"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-1.62051156390735","-3.70478313030925","-6.66860963455666","-0.0194420105963751","%","min","umol/min/g","A2","G40","15","sym","EC","NLS"
"2","-0.180473758660697","-0.412595720660886","-0.783931869255684","-0.00445415834804366","%","min","umol/min/g","A3","G42","15","sym","EC","NLS"
"3","-0.134154721179013","-0.306702006295441","-0.582733811961338","-0.00787478124272079","%","min","umol/min/g","A4","B37","15","sym","EC","NLS"
"4","-2.82434335029586","-6.45696077178714","-12.2682254663956","-0.0846084514923832","%","min","umol/min/g","A5","B39","15","sym","EC","NLS"
"5","-0.660764589765182","-1.51062760660912","-2.71912969189641","-0.00874318228905597","%","min","umol/min/g","A6","B41","15","sym","EC","NLS"
"6","-0.373959161502534","-0.854938418099673","-1.62438299438938","-0.0142489736349946","%","min","umol/min/g","B2","W34","15","sym","EC","NLS"
"7","-3.65150238211371","-8.34799622961058","-15.8611928362601","-0.127912845453711","%","min","umol/min/g","B3","W36","15","sym","EC","NLS"
"8","-2.93469624139453","-6.70924748076775","-12.076645465382","-0.0312866462833729","%","min","umol/min/g","B4","Y30","15","sym","EC","NLS"
"9","-2.40152790679974","-5.49032803852748","-10.4316232732022","-0.0532225677204194","%","min","umol/min/g","B5","Y32","15","sym","EC","NLS"
"10","-1.78375107562397","-4.07797823898805","-7.7481586540773","-0.0269970684811056","%","min","umol/min/g","B6","Y34","15","sym","EC","NLS"
"11","-2.34132115064677","-5.35268448232332","-10.1701005164143","-0.044410919285652","%","min","umol/min/g","C2","G80","15","apo","EC","NLS"
"12","-0.587282349619337","-1.34263388800013","-2.55100438720025","-0.0128838605414154","%","min","umol/min/g","C3","G82","15","apo","EC","NLS"
"13","-0.218955839105306","-0.500572730899945","-0.951088188709895","-0.00699329550521981","%","min","umol/min/g","C4","B82","15","apo","EC","NLS"
"14","-2.05855440867794","-4.70622846263736","-8.94183407901098","-0.0442665053416385","%","min","umol/min/g","C5","B84","15","apo","EC","NLS"
"15","-3.52495245405435","-8.05868015864981","-15.3114923014346","-0.0736129437568973","%","min","umol/min/g","C6","B87","15","apo","EC","NLS"
"16","-2.18193296132849","-4.98829419464583","-9.47775896982708","-0.0398225166799457","%","min","umol/min/g","D2","W78","15","apo","EC","NLS"
"17","-2.18193296132849","-4.98829419464583","-9.47775896982708","-0.0681853163296912","%","min","umol/min/g","D3","W80","15","apo","EC","NLS"
"18","-1.60129053840187","-3.66084038245976","-6.95559672667355","-0.042935782263417","%","min","umol/min/g","D4","Y74","15","apo","EC","NLS"
"19","-0.82234136279398","-1.88002139329926","-3.57204064726858","-0.0193083278230734","%","min","umol/min/g","D5","Y76","15","apo","EC","NLS"
"20","-3.20063314387606","-7.31722743721105","-13.902732130701","-0.0572128894267531","%","min","umol/min/g","D6","Y78","15","apo","EC","NLS"
