"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria"
"1","-0.079368247542673","-0.177319611168367","-0.336907261219897","-0.0022918861307476","%","min","umol/min/g","A2","G4","22","sym","SW"
"2","-0.163703043592257","-0.365735176668104","-0.658323318002587","-0.00189173367242123","%","min","umol/min/g","A3","G25","22","sym","SW"
"3","-0.257098348577063","-0.574393168719053","-1.0913470205662","-0.00574393168719053","%","min","umol/min/g","A4","G27","22","sym","SW"
"4","-0.0662345686019","-0.147977161069089","-0.281156606031268","-0.00315906298911538","%","min","umol/min/g","A5","B14","22","sym","SW"
"5","-0.022451712487597","-0.0501602221495967","-0.0953044220842337","-0.000943608139447859","%","min","umol/min/g","A6","B20","22","sym","SW"
"6","-0.0565980374750343","-0.126447821499017","-0.227606078698231","-0.00214722715753048","%","min","umol/min/g","B2","W15","22","sym","SW"
"7","-0.0787773894057303","-0.175999552601595","-0.334399149943031","-0.00214358429450661","%","min","umol/min/g","B3","W20","22","sym","SW"
"8","-0.156292648473971","-0.349179331961162","-0.663440730726209","-0.00425282519696288","%","min","umol/min/g","B4","W22","22","sym","SW"
"9","-0.0312029675918488","-0.0697117329913448","-0.132452292683555","-0.00102676195878725","%","min","umol/min/g","B5","Y15","22","sym","SW"
"10","-0.0365343755198307","-0.0816228335893695","-0.155083383819802","-0.00304085066313338","%","min","umol/min/g","C2","G59","22","apo","SW"
"11","-0.0762831937324176","-0.17042717547771","-0.32381163340765","-0.00308392031816809","%","min","umol/min/g","C3","G63","22","apo","SW"
"12","-0.0849334395040076","-0.18975301753948","-0.360530733325012","-0.00206017561900007","%","min","umol/min/g","C4","B64","22","apo","SW"
"13","-0.0763089300722318","-0.170484674010311","-0.32392088061959","-0.00202450550387244","%","min","umol/min/g","C5","B67","22","apo","SW"
"14","-0.0729843683257017","-0.163057144558019","-0.309808574660237","-0.00206539049773491","%","min","umol/min/g","C6","W58","22","apo","SW"
"15","-0.0983162170639408","-0.219651988308669","-0.41733877778647","-0.00126850692336313","%","min","umol/min/g","D2","W60","22","apo","SW"
"16","-0.115125428944022","-0.257206085909477","-0.488691563228006","-0.00181669726107065","%","min","umol/min/g","D4","Y56","22","apo","SW"
"17","-0.154522056929138","-0.345223586256952","-0.655924813888208","-0.00358428860048201","%","min","umol/min/g","D5","Y58","22","apo","SW"
