Date,Day,Sump,Colony,Treatment,Temperature,Plastic,Light,Food,Tank,Tile,Sym.State,B.Tag,FvFm.AVG
09/30/2021,1,Yellow,A12,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y74,0.160
09/30/2021,1,Yellow,A12,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y75,0.099
09/30/2021,1,Yellow,A13,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y76,0.072
09/30/2021,1,Yellow,A13,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y77,0.057
09/30/2021,1,Yellow,A13,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y78,0.185
10/1/2021,1,Green,A1,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B1,0.134
10/1/2021,1,Green,A1,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B2,0.243
10/1/2021,1,Green,A2,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B3,0.324
10/1/2021,1,Green,A3,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B4,0.216
10/1/2021,1,Green,A3,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B5,0.327
10/1/2021,1,Green,S22,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G85,0.130
10/1/2021,1,Green,S25,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G87,0.120
10/1/2021,1,Green,S27,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G88,0.101
10/1/2021,1,Green,S28,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G90,0.185
10/1/2021,1,Green,S29,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G92,0.052
10/1/2021,1,Green,S4,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B42,0.239
10/1/2021,1,Green,S4,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B43,0.111
10/1/2021,1,Green,S4,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B44,0.130
10/1/2021,1,Green,S5,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B45,0.159
10/1/2021,1,Green,S6,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B46,0.194
10/1/2021,1,Green,A4,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B88,0.184
10/1/2021,1,Green,A5,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B90,0.109
10/1/2021,1,Green,A5,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B92,0.197
10/1/2021,1,Green,A5,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B93,0.143
10/1/2021,1,Green,A7,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B94,0.088
10/1/2021,1,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W38,0.273
10/1/2021,1,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W39,0.164
10/1/2021,1,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W40,0.263
10/1/2021,1,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W41,0.227
10/1/2021,1,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W42,0.326
10/1/2021,1,Green,A9,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W83,0.173
10/1/2021,1,Green,A10,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W84,0.095
10/1/2021,1,Green,A11,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W85,0.143
10/1/2021,1,Green,A11,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W87,0.135
10/1/2021,1,Green,A11,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W90,0.141
10/1/2021,1,Green,S9,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y35,0.251
10/1/2021,1,Green,S10,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y36,0.197
10/1/2021,1,Green,S11,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y37,0.146
