Date,Day,Sump,Colony,Treatment,Temperature,Plastic,Light,Food,Tank,Tile,Sym.State,B.Tag,FvFm.AVG
10/1/2021,1,Green,S12,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y38,0.234
10/1/2021,1,Green,S13,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y39,0.132
10/1/2021,1,Green,A12,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y79,0.264
10/1/2021,1,Green,A12,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y80,0.109
10/1/2021,1,Green,A13,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y82,0.194
10/1/2021,1,Green,A13,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y83,0.192
10/1/2021,1,Green,A13,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y84,0.198
10/3/2021,1,Green,A1,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G44,0.281
10/3/2021,1,Green,A2,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G45,0.379
10/3/2021,1,Green,A2,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G46,0.183
10/3/2021,1,Green,A3,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G47,0.289
10/3/2021,1,Green,A3,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G48,0.333
10/3/2021,1,Green,S22,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G93,0.217
10/3/2021,1,Green,S25,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G94,0.314
10/3/2021,1,Green,S27,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G95,0.155
10/3/2021,1,Green,S28,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G97,0.204
10/3/2021,1,Green,S29,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G98,0.227
10/3/2021,1,Green,S4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B47,0.386
10/3/2021,1,Green,S4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B48,0.324
10/3/2021,1,Green,S4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B49,0.276
10/3/2021,1,Green,S6,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B50,0.273
10/3/2021,1,Green,A4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B51,0.183
10/3/2021,1,Green,A5,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,B95,0.176
10/3/2021,1,Green,A5,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,B97,0.140
10/3/2021,1,Green,A5,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,B98,0.125
10/3/2021,1,Green,A7,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,W1,0.418
10/3/2021,1,Green,S30,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,W2,0.188
10/3/2021,1,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W43,0.176
10/3/2021,1,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W44,0.054
10/3/2021,1,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W45,0.037
10/3/2021,1,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W46,0.122
10/3/2021,1,Green,S8,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W47,0.078
10/3/2021,1,Green,A9,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W92,0.242
10/3/2021,1,Green,A10,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W93,0.223
10/3/2021,1,Green,A11,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W94,0.192
10/3/2021,1,Green,A11,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W95,0.236
10/3/2021,1,Green,A11,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W97,0.293
10/3/2021,1,Green,S9,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y40,0.228
10/3/2021,1,Green,S10,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y41,0.108
10/3/2021,1,Green,S11,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y42,0.092
10/3/2021,1,Green,S12,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y43,0.091
10/3/2021,1,Green,S13,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y44,0.196
10/3/2021,1,Green,A12,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y85,0.262
10/3/2021,1,Green,A12,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y87,0.195
10/3/2021,1,Green,A13,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y88,0.133
10/3/2021,1,Green,A13,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y92,0.220
10/3/2021,1,Green,A13,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y93,0.144
10/4/2021,1,Blue,A1,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G49,0.156
10/4/2021,1,Blue,A2,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G50,0.292
10/4/2021,1,Blue,A2,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G51,0.367
10/4/2021,1,Blue,A3,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G52,0.376
10/4/2021,1,Blue,A3,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G53,0.392
10/4/2021,1,Blue,S22,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B7,0.396
10/4/2021,1,Blue,S25,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B8,0.337
10/4/2021,1,Blue,S27,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B10,0.167
10/4/2021,1,Blue,S28,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B11,0.236
10/4/2021,1,Blue,S29,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B12,0.081
10/4/2021,1,Blue,S4,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B52,0.312
10/4/2021,1,Blue,S4,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B53,0.175
10/4/2021,1,Blue,S4,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B54,0.221
10/4/2021,1,Blue,S6,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B55,0.052
10/4/2021,1,Blue,S6,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B56,0.202
10/4/2021,1,Blue,A19,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O9975,0.374
10/4/2021,1,Blue,A20,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O7681,0.171
10/4/2021,1,Blue,A21,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O7096,0.404
10/4/2021,1,Blue,A22,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O9174,0.197
10/4/2021,1,Blue,A24,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O7398,0.320
10/4/2021,1,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W48,0.265
10/4/2021,1,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W49,0.407
10/4/2021,1,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W50,0.345
10/4/2021,1,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W51,0.071
10/4/2021,1,Blue,S8,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W52,0.405
10/4/2021,1,Blue,A9,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,W98,0.197
10/4/2021,1,Blue,A10,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y1,0.348
10/4/2021,1,Blue,A11,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y2,0.247
10/4/2021,1,Blue,A11,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y3,0.327
10/4/2021,1,Blue,A11,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y4,0.257
10/4/2021,1,Blue,S9,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y45,0.324
10/4/2021,1,Blue,S10,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y46,0.367
10/4/2021,1,Blue,S11,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y47,0.418
10/4/2021,1,Blue,S12,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y48,0.273
10/4/2021,1,Blue,S13,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y49,0.070
10/4/2021,1,Blue,A12,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y90,0.283
10/4/2021,1,Blue,A12,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y94,0.299
10/4/2021,1,Blue,A13,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y95,0.253
10/4/2021,1,Blue,A13,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y97,0.258
10/4/2021,1,Blue,A13,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,O26,0.260
10/4/2021,8,Orange,M1,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G4,0.254
10/4/2021,8,Orange,A1,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G24,0.323
10/4/2021,8,Orange,A2,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G25,0.201
10/4/2021,8,Orange,A2,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G26,0.256
10/4/2021,8,Orange,A3,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G27,0.375
10/4/2021,8,Orange,S21,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G59,0.295
10/4/2021,8,Orange,S23,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G60,0.227
10/4/2021,8,Orange,S26,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G62,NA
10/4/2021,8,Orange,S27,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G63,0.378
10/4/2021,8,Orange,S29,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G64,0.293
10/4/2021,8,Orange,S4,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B13,0.089
10/4/2021,8,Orange,S4,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B14,0.110
10/4/2021,8,Orange,S4,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B15,0.129
10/4/2021,8,Orange,S5,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B20,0.059
10/4/2021,8,Orange,S6,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B21,0.504
10/4/2021,8,Orange,A4,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B63,0.206
10/4/2021,8,Orange,A4,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B64,0.190
10/4/2021,8,Orange,A5,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B65,0.116
10/4/2021,8,Orange,A5,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B67,0.250
10/4/2021,8,Orange,A6,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B70,0.188
10/4/2021,8,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W15,0.142
10/4/2021,8,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W17,0.236
10/4/2021,8,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W20,0.119
10/4/2021,8,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W21,0.227
10/4/2021,8,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W22,0.171
10/4/2021,8,Orange,A9,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W58,0.059
10/4/2021,8,Orange,A9,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W59,0.332
10/4/2021,8,Orange,A10,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W60,0.339
10/4/2021,8,Orange,A11,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W62,0.270
10/4/2021,8,Orange,A11,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W63,0.212
10/4/2021,8,Orange,S9,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y12,0.084
10/4/2021,8,Orange,S10,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y13,0.170
10/4/2021,8,Orange,S11,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y14,0.192
10/4/2021,8,Orange,S11,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y15,0.412
10/4/2021,8,Orange,S12,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y17,0.196
10/4/2021,8,Orange,A12,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y55,0.061
10/4/2021,8,Orange,A12,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y56,0.129
10/4/2021,8,Orange,A12,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y57,0.272
10/4/2021,8,Orange,A13,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y58,0.235
10/4/2021,8,Orange,A13,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y59,0.306
10/5/2021,1,Blue,S23,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G54,0.183
10/5/2021,1,Blue,S25,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G55,0.301
10/5/2021,1,Blue,S27,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G56,0.276
10/5/2021,1,Blue,S28,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G57,0.249
10/5/2021,1,Blue,S29,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G58,0.348
10/5/2021,1,Blue,A1,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B22,0.131
10/5/2021,1,Blue,A2,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B23,0.176
10/5/2021,1,Blue,A2,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B24,0.170
10/5/2021,1,Blue,A3,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B25,0.138
10/5/2021,1,Blue,A3,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B26,0.161
10/5/2021,1,Blue,S4,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B57,0.161
10/5/2021,1,Blue,S4,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B58,0.069
10/5/2021,1,Blue,S5,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B59,0.229
10/5/2021,1,Blue,S6,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B60,0.180
10/5/2021,1,Blue,S6,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B62,0.121
10/5/2021,1,Blue,A4,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W10,0.263
10/5/2021,1,Blue,A5,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W11,0.438
10/5/2021,1,Blue,A5,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W12,0.190
10/5/2021,1,Blue,A6,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W13,0.109
10/5/2021,1,Blue,A8,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W14,0.188
10/5/2021,1,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W53,0.181
10/5/2021,1,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W54,0.287
10/5/2021,1,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W55,0.277
10/5/2021,1,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W56,0.317
10/5/2021,1,Blue,S8,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W57,0.314
10/5/2021,1,Blue,A9,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y5,0.160
10/5/2021,1,Blue,A10,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y7,0.220
10/5/2021,1,Blue,A11,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y8,0.158
10/5/2021,1,Blue,A11,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y10,0.106
10/5/2021,1,Blue,A11,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y11,0.137
10/5/2021,1,Blue,S9,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y50,0.184
10/5/2021,1,Blue,S11,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y51,0.255
10/5/2021,1,Blue,S11,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y52,0.175
10/5/2021,1,Blue,S12,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y53,0.156
10/5/2021,1,Blue,S13,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y54,0.067
10/5/2021,1,Blue,A12,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O27,0.103
10/5/2021,1,Blue,A12,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O29,0.103
10/5/2021,1,Blue,A13,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O30,0.205
10/5/2021,1,Blue,A13,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O31,0.142
10/5/2021,1,Blue,A14,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O32,0.164
10/05/2021,8,Orange,A1,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G28,0.132
10/05/2021,8,Orange,A1,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G29,0.046
10/05/2021,8,Orange,A2,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G30,0.099
10/05/2021,8,Orange,A2,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G31,0.178
10/05/2021,8,Orange,A3,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G32,0.108
10/05/2021,8,Orange,S21,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G65,0.196
10/05/2021,8,Orange,S24,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G67,0.179
10/05/2021,8,Orange,S26,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G70,0.140
10/05/2021,8,Orange,S27,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G71,0.141
10/05/2021,8,Orange,S29,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G73,0.088
10/05/2021,8,Orange,S4,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B27,0.046
10/05/2021,8,Orange,S4,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B28,0.039
10/05/2021,8,Orange,S4,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B29,NA
10/05/2021,8,Orange,S5,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B30,0.094
10/05/2021,8,Orange,S6,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B31,0.140
10/05/2021,8,Orange,A4,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B71,0.192
10/05/2021,8,Orange,A4,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B72,0.260
10/05/2021,8,Orange,A5,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B73,0.183
10/05/2021,8,Orange,A5,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B74,0.118
10/05/2021,8,Orange,A6,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B75,0.222
10/05/2021,8,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W23,0.055
10/05/2021,8,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W24,0.187
10/05/2021,8,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W25,0.171
10/05/2021,8,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W26,0.123
10/05/2021,8,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W27,0.124
10/05/2021,8,Orange,A9,PLS,Elevated,Plastic,Light,Starved,B3,42,Apo,W64,0.213
10/05/2021,8,Orange,A9,PLS,Elevated,Plastic,Light,Starved,B3,42,Apo,W65,0.082
10/05/2021,8,Orange,A10,PLS,Elevated,Plastic,Light,Starved,B3,42,Apo,W67,0.125
10/05/2021,8,Orange,A11,PLS,Elevated,Plastic,Light,Starved,B3,42,Apo,W70,0.295
10/05/2021,8,Orange,A11,PLS,Elevated,Plastic,Light,Starved,B3,42,Apo,W71,0.118
10/05/2021,8,Orange,S9,PLS,Elevated,Plastic,Light,Starved,B4,50,Sym,Y20,NA
10/05/2021,8,Orange,S10,PLS,Elevated,Plastic,Light,Starved,B4,50,Sym,Y21,0.156
10/05/2021,8,Orange,S11,PLS,Elevated,Plastic,Light,Starved,B4,50,Sym,Y22,0.131
10/05/2021,8,Orange,S11,PLS,Elevated,Plastic,Light,Starved,B4,50,Sym,Y23,0.116
10/05/2021,8,Orange,S12,PLS,Elevated,Plastic,Light,Starved,B4,50,Sym,Y24,0.184
10/05/2021,8,Orange,A12,PLS,Elevated,Plastic,Light,Starved,B4,58,Apo,Y60,0.288
10/05/2021,8,Orange,A12,PLS,Elevated,Plastic,Light,Starved,B4,58,Apo,Y62,0.394
10/05/2021,8,Orange,A12,PLS,Elevated,Plastic,Light,Starved,B4,58,Apo,Y63,0.282
10/05/2021,8,Orange,A13,PLS,Elevated,Plastic,Light,Starved,B4,58,Apo,Y64,0.100
10/05/2021,8,Orange,A13,PLS,Elevated,Plastic,Light,Starved,B4,58,Apo,Y65,0.183
10/06/2021,8,Yellow,A1,NDS,Elevated,NoPlastic,Dark,Starved,C1,3,Sym,G33,0.314
10/06/2021,8,Yellow,A1,NDS,Elevated,NoPlastic,Dark,Starved,C1,3,Sym,G34,0.336
10/06/2021,8,Yellow,A2,NDS,Elevated,NoPlastic,Dark,Starved,C1,3,Sym,G35,0.038
10/06/2021,8,Yellow,A2,NDS,Elevated,NoPlastic,Dark,Starved,C1,3,Sym,G37,0.049
10/06/2021,8,Yellow,A3,NDS,Elevated,NoPlastic,Dark,Starved,C1,3,Sym,G38,0.274
10/06/2021,8,Yellow,S21,NDS,Elevated,NoPlastic,Dark,Starved,C1,11,Apo,G74,0.178
10/06/2021,8,Yellow,S24,NDS,Elevated,NoPlastic,Dark,Starved,C1,11,Apo,G75,0.089
10/06/2021,8,Yellow,S26,NDS,Elevated,NoPlastic,Dark,Starved,C1,11,Apo,G76,0.263
10/06/2021,8,Yellow,S28,NDS,Elevated,NoPlastic,Dark,Starved,C1,11,Apo,G77,0.109
10/06/2021,8,Yellow,S29,NDS,Elevated,NoPlastic,Dark,Starved,C1,11,Apo,G78,0.090
10/06/2021,8,Yellow,S4,NDS,Elevated,NoPlastic,Dark,Starved,C2,19,Sym,B32,0.069
10/06/2021,8,Yellow,S4,NDS,Elevated,NoPlastic,Dark,Starved,C2,19,Sym,B33,0.078
10/06/2021,8,Yellow,S5,NDS,Elevated,NoPlastic,Dark,Starved,C2,19,Sym,B34,0.128
10/06/2021,8,Yellow,S6,NDS,Elevated,NoPlastic,Dark,Starved,C2,19,Sym,B35,0.159
10/06/2021,8,Yellow,A4,NDS,Elevated,NoPlastic,Dark,Starved,C2,19,Sym,B36,0.146
10/06/2021,8,Yellow,A4,NDS,Elevated,NoPlastic,Dark,Starved,C2,27,Apo,B76,0.145
10/06/2021,8,Yellow,A5,NDS,Elevated,NoPlastic,Dark,Starved,C2,27,Apo,B77,0.103
10/06/2021,8,Yellow,A5,NDS,Elevated,NoPlastic,Dark,Starved,C2,27,Apo,B78,0.195
10/06/2021,8,Yellow,A6,NDS,Elevated,NoPlastic,Dark,Starved,C2,27,Apo,B79,0.209
10/06/2021,8,Yellow,S30,NDS,Elevated,NoPlastic,Dark,Starved,C2,27,Apo,B80,0.136
10/06/2021,8,Yellow,S7,NDS,Elevated,NoPlastic,Dark,Starved,C3,35,Sym,W28,0.245
10/06/2021,8,Yellow,S7,NDS,Elevated,NoPlastic,Dark,Starved,C3,35,Sym,W29,0.090
10/06/2021,8,Yellow,S7,NDS,Elevated,NoPlastic,Dark,Starved,C3,35,Sym,W30,0.030
10/06/2021,8,Yellow,S7,NDS,Elevated,NoPlastic,Dark,Starved,C3,35,Sym,W31,0.198
10/06/2021,8,Yellow,S7,NDS,Elevated,NoPlastic,Dark,Starved,C3,35,Sym,W32,0.298
10/06/2021,8,Yellow,A9,NDS,Elevated,NoPlastic,Dark,Starved,C3,43,Apo,W72,0.201
10/06/2021,8,Yellow,A10,NDS,Elevated,NoPlastic,Dark,Starved,C3,43,Apo,W73,0.248
10/06/2021,8,Yellow,A10,NDS,Elevated,NoPlastic,Dark,Starved,C3,43,Apo,W74,0.166
10/06/2021,8,Yellow,A11,NDS,Elevated,NoPlastic,Dark,Starved,C3,43,Apo,W75,0.290
10/06/2021,8,Yellow,A11,NDS,Elevated,NoPlastic,Dark,Starved,C3,43,Apo,W76,0.307
10/06/2021,8,Yellow,S9,NDS,Elevated,NoPlastic,Dark,Starved,C4,51,Sym,Y25,0.176
10/06/2021,8,Yellow,S10,NDS,Elevated,NoPlastic,Dark,Starved,C4,51,Sym,Y26,0.057
10/06/2021,8,Yellow,S11,NDS,Elevated,NoPlastic,Dark,Starved,C4,51,Sym,Y27,0.077
10/06/2021,8,Yellow,S11,NDS,Elevated,NoPlastic,Dark,Starved,C4,51,Sym,Y28,0.028
10/06/2021,8,Yellow,S12,NDS,Elevated,NoPlastic,Dark,Starved,C4,51,Sym,Y29,0.069
10/06/2021,8,Yellow,A12,NDS,Elevated,NoPlastic,Dark,Starved,C4,59,Apo,Y67,0.256
10/06/2021,8,Yellow,A12,NDS,Elevated,NoPlastic,Dark,Starved,C4,59,Apo,Y70,0.320
10/06/2021,8,Yellow,A13,NDS,Elevated,NoPlastic,Dark,Starved,C4,59,Apo,Y71,0.133
10/06/2021,8,Yellow,A13,NDS,Elevated,NoPlastic,Dark,Starved,C4,59,Apo,Y72,0.261
10/06/2021,8,Yellow,A13,NDS,Elevated,NoPlastic,Dark,Starved,C4,59,Apo,Y73,0.172
10/07/2021,8,Yellow,A1,NLS,Elevated,NoPlastic,Light,Starved,D1,4,Sym,G39,0.211
10/07/2021,8,Yellow,A1,NLS,Elevated,NoPlastic,Light,Starved,D1,4,Sym,G40,0.170
10/07/2021,8,Yellow,A2,NLS,Elevated,NoPlastic,Light,Starved,D1,4,Sym,G41,0.187
10/07/2021,8,Yellow,A3,NLS,Elevated,NoPlastic,Light,Starved,D1,4,Sym,G42,0.210
10/07/2021,8,Yellow,A3,NLS,Elevated,NoPlastic,Light,Starved,D1,4,Sym,G43,0.270
10/07/2021,8,Yellow,S22,NLS,Elevated,NoPlastic,Light,Starved,D1,12,Apo,G79,0.400
10/07/2021,8,Yellow,S24,NLS,Elevated,NoPlastic,Light,Starved,D1,12,Apo,G80,0.299
