BTag,Day,Mass.G,mass.mg,logmass.mg,Fvfm,Rcolor,MR,logMR,Colony,Fragment,Phenotype,Treatment,Temperature,Tank,Tile,DaysAlive,Censored,Bacteria
G6991,Day1,NA,NA,NA,NA,NA,NA,NA,A20,6,Apo,Control,Ambient (19C),Tray,93,22,N,SW
G6991,Day15,NA,NA,NA,NA,NA,NA,NA,A20,6,Apo,Control,Ambient (19C),Tray,93,22,N,SW
G6991,Day22,0.184,184,5.21493576,0.284,0.51367,0.04017,-3.2146348,A20,6,Apo,Control,Ambient (19C),Tray,93,22,N,SW
G6991,Day8,NA,NA,NA,NA,NA,NA,NA,A20,6,Apo,Control,Ambient (19C),Tray,93,22,N,SW
G70,Day0,0.244,244,5.49716823,NA,0.53994,NA,NA,A2,5,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G70,Day1,NA,NA,NA,0.092,0.5514,NA,NA,A2,5,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G70,Day15,0.214,214,5.36597602,0.26,NA,0.00394,-5.5365746,A2,5,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G70,Day22,0.216,216,5.37527841,0.1,0.46925,0.00523,-5.253344,A2,5,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G70,Day8,0.235,235,5.45958551,0.14,NA,0.00764,-4.8743577,A2,5,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G71,Day0,0.229,229,5.433722,NA,0.50063,NA,NA,A2,13,Apo,PLS,Elevated (30C),B1,10,22,N,EC
G71,Day1,NA,NA,NA,0.178,0.46127,NA,NA,A2,13,Apo,PLS,Elevated (30C),B1,10,22,N,EC
G71,Day15,0.168,168,5.12396398,0.339,NA,0.00581,-5.1481747,A2,13,Apo,PLS,Elevated (30C),B1,10,22,N,EC
G71,Day22,0.165,165,5.10594547,0.122,0.46088,0.00835,-4.7854937,A2,13,Apo,PLS,Elevated (30C),B1,10,22,N,EC
G71,Day8,0.171,171,5.14166356,0.141,NA,0.01427,-4.2495958,A2,13,Apo,PLS,Elevated (30C),B1,10,22,N,EC
G73,Day0,0.159,159,5.0689042,NA,0.31059,NA,NA,A3,7,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G73,Day1,NA,NA,NA,0.141,0.49866,NA,NA,A3,7,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G73,Day15,0.115,115,4.74493213,0.166,NA,0.00332,-5.7077905,A3,7,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G73,Day22,0.112,112,4.71849887,0.075,0.52518,0.00554,-5.1957608,A3,7,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G73,Day8,0.157,157,5.05624581,0.088,NA,0.02011,-3.9065381,A3,7,Apo,PLS,Elevated (30C),B1,10,22,N,SW
G74,Day0,0.225,225,5.4161004,NA,0.53496,NA,NA,A1,2,Apo,NDS,Elevated (30C),C1,11,8,Y,NA
G74,Day1,NA,NA,NA,0.032,0.50652,NA,NA,A1,2,Apo,NDS,Elevated (30C),C1,11,8,Y,NA
G74,Day15,NA,NA,NA,NA,NA,NA,NA,A1,2,Apo,NDS,Elevated (30C),C1,11,8,Y,NA
G74,Day22,NA,NA,NA,NA,NA,NA,NA,A1,2,Apo,NDS,Elevated (30C),C1,11,8,Y,NA
G74,Day8,NA,NA,NA,0.178,NA,NA,NA,A1,2,Apo,NDS,Elevated (30C),C1,11,8,Y,NA
G7472,Day0,0.453,453,6.11589213,NA,0.58879,NA,NA,A23,1,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G7472,Day1,NA,NA,NA,NA,NA,NA,NA,A23,1,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G7472,Day15,NA,NA,NA,NA,NA,NA,NA,A23,1,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G7472,Day22,0.439,439,6.08449941,0.089,0.5349,NA,NA,A23,1,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G7472,Day8,NA,NA,NA,NA,NA,NA,NA,A23,1,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G75,Day0,0.227,227,5.42495002,NA,0.58093,NA,NA,A1,10,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G75,Day1,NA,NA,NA,0.081,0.57008,NA,NA,A1,10,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G75,Day15,0.202,202,5.3082677,0.121,NA,0.07512,-2.5886684,A1,10,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G75,Day22,0.201,201,5.30330491,0.14,0.51934,0.01245,-4.3860347,A1,10,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G75,Day8,0.221,221,5.3981627,0.089,NA,0.01081,-4.5272836,A1,10,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G76,Day0,0.091,91,4.51085951,NA,0.57563,NA,NA,A2,6,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G76,Day1,NA,NA,NA,0.119,0.54829,NA,NA,A2,6,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G76,Day15,0.079,79,4.36944785,0.403,NA,0.00235,-6.05334,A2,6,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G76,Day22,0.074,74,4.30406509,0.319,0.49114,0.00251,-5.9874725,A2,6,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G76,Day8,0.084,84,4.4308168,0.263,NA,0.00247,-6.0035371,A2,6,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G7673,Day0,0.252,252,5.52942909,NA,0.29934,NA,NA,A21,5,Apo,Control,Ambient (19C),Tray,92,22,N,EC
G7673,Day1,NA,NA,NA,NA,NA,NA,NA,A21,5,Apo,Control,Ambient (19C),Tray,92,22,N,EC
G7673,Day15,NA,NA,NA,NA,NA,NA,NA,A21,5,Apo,Control,Ambient (19C),Tray,92,22,N,EC
G7673,Day22,0.243,243,5.49306144,0.265,0.39538,0.05421,-2.9148899,A21,5,Apo,Control,Ambient (19C),Tray,92,22,N,EC
G7673,Day8,NA,NA,NA,NA,NA,NA,NA,A21,5,Apo,Control,Ambient (19C),Tray,92,22,N,EC
G77,Day0,0.238,238,5.47227067,NA,0.53493,NA,NA,A2,14,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G77,Day1,NA,NA,NA,0.121,0.51453,NA,NA,A2,14,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G77,Day15,0.208,208,5.33753808,0.222,NA,0.00669,-5.0071414,A2,14,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G77,Day22,0.207,207,5.33271879,0.149,0.42989,0.00524,-5.2514338,A2,14,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G77,Day8,0.219,219,5.38907173,0.109,NA,0.00547,-5.2084767,A2,14,Apo,NDS,Elevated (30C),C1,11,22,N,EC
G78,Day0,0.155,155,5.04342512,NA,0.33335,NA,NA,A3,8,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G78,Day1,NA,NA,NA,0.109,0.66199,NA,NA,A3,8,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G78,Day15,0.14,140,4.94164242,0.118,NA,0.00255,-5.9716619,A3,8,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G78,Day22,0.136,136,4.91265489,0.144,0.44979,0.00239,-6.0364619,A3,8,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G78,Day8,0.152,152,5.02388052,0.09,NA,0.00723,-4.9295162,A3,8,Apo,NDS,Elevated (30C),C1,11,22,N,SW
G79,Day0,0.177,177,5.17614973,NA,0.48458,NA,NA,A1,3,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G79,Day1,NA,NA,NA,0.129,0.51893,NA,NA,A1,3,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G79,Day15,0.164,164,5.09986643,0.31,NA,0.01828,-4.0019477,A1,3,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G79,Day22,0.165,165,5.10594547,0.337,0.26868,0.06412,-2.746999,A1,3,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G79,Day8,0.174,174,5.1590553,0.4,NA,0.02458,-3.7058222,A1,3,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G80,Day0,0.228,228,5.42934563,NA,0.52352,NA,NA,A1,11,Apo,NLS,Elevated (30C),D1,12,22,N,EC
G80,Day1,NA,NA,NA,0.069,0.70415,NA,NA,A1,11,Apo,NLS,Elevated (30C),D1,12,22,N,EC
G80,Day15,0.229,229,5.433722,0.283,NA,0.04441,-3.1142906,A1,11,Apo,NLS,Elevated (30C),D1,12,22,N,EC
G80,Day22,0.218,218,5.38449506,0.185,0.54659,0.02759,-3.5903019,A1,11,Apo,NLS,Elevated (30C),D1,12,22,N,EC
G80,Day8,0.208,208,5.33753808,0.299,NA,0.02817,-3.5694977,A1,11,Apo,NLS,Elevated (30C),D1,12,22,N,EC
G8171,Day0,0.133,133,4.89034913,NA,0.52968,NA,NA,A18,4,Apo,Control,Ambient (19C),Tray,92,22,N,SW
G8171,Day1,NA,NA,NA,NA,NA,NA,NA,A18,4,Apo,Control,Ambient (19C),Tray,92,22,N,SW
G8171,Day15,NA,NA,NA,NA,NA,NA,NA,A18,4,Apo,Control,Ambient (19C),Tray,92,22,N,SW
G8171,Day22,0.114,114,4.73619845,0.124,0.59879,0.00758,-4.8822421,A18,4,Apo,Control,Ambient (19C),Tray,92,22,N,SW
G8171,Day8,NA,NA,NA,NA,NA,NA,NA,A18,4,Apo,Control,Ambient (19C),Tray,92,22,N,SW
G8180,Day0,0.164,164,5.09986643,NA,0.56051,NA,NA,A19,7,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G8180,Day1,NA,NA,NA,NA,NA,NA,NA,A19,7,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G8180,Day15,NA,NA,NA,NA,NA,NA,NA,A19,7,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G8180,Day22,0.129,129,4.8598124,0.165,0.49573,0.00966,-4.6397616,A19,7,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G8180,Day8,NA,NA,NA,NA,NA,NA,NA,A19,7,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G82,Day0,0.12,120,4.78749174,NA,0.56575,NA,NA,A2,7,Apo,NLS,Elevated (30C),D1,12,8,Y,EC
G82,Day1,NA,NA,NA,0.087,0.64741,NA,NA,A2,7,Apo,NLS,Elevated (30C),D1,12,8,Y,EC
G82,Day15,NA,NA,NA,NA,NA,0.01288,-4.3520796,A2,7,Apo,NLS,Elevated (30C),D1,12,8,Y,EC
G82,Day22,NA,NA,NA,NA,NA,0.0725,-2.6241687,A2,7,Apo,NLS,Elevated (30C),D1,12,8,Y,EC
G82,Day8,NA,NA,NA,0.33,NA,0.02497,-3.6900802,A2,7,Apo,NLS,Elevated (30C),D1,12,8,Y,EC
G83,Day0,0.194,194,5.26785816,NA,0.52242,NA,NA,A3,1,Apo,NLS,Elevated (30C),D1,12,22,N,NA
G83,Day1,NA,NA,NA,0.093,0.7262,NA,NA,A3,1,Apo,NLS,Elevated (30C),D1,12,22,N,NA
G83,Day15,0.198,198,5.28826703,0.104,NA,NA,NA,A3,1,Apo,NLS,Elevated (30C),D1,12,22,N,NA
G83,Day22,0.2,200,5.29831737,0.136,0.47991,NA,NA,A3,1,Apo,NLS,Elevated (30C),D1,12,22,N,NA
G83,Day8,0.203,203,5.31320598,0.286,NA,NA,NA,A3,1,Apo,NLS,Elevated (30C),D1,12,22,N,NA
G84,Day0,0.199,199,5.29330482,NA,0.36577,NA,NA,A3,9,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G84,Day1,NA,NA,NA,0.071,0.52489,NA,NA,A3,9,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G84,Day15,0.272,272,5.60580207,0.373,NA,0.02385,-3.7359711,A3,9,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G84,Day22,0.279,279,5.63121178,0.266,0.42314,0.0177,-4.0341906,A3,9,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G84,Day8,0.297,297,5.69373214,0.239,NA,0.007,-4.9618451,A3,9,Apo,NLS,Elevated (30C),D1,12,22,N,SW
G85,Day0,0.071,71,4.26267988,NA,0.6139,NA,NA,A1,4,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G85,Day1,NA,NA,NA,0.13,0.59514,NA,NA,A1,4,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G85,Day15,0.057,57,4.04305127,0.134,NA,0.00513,-5.2726496,A1,4,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G85,Day22,0.04,40,3.68887945,0.168,0.50792,0.00316,-5.7571833,A1,4,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G85,Day8,0.061,61,4.11087386,0.167,NA,0.00633,-5.062455,A1,4,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G8677,Day0,0.594,594,6.38687932,NA,0.48506,NA,NA,A19,6,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G8677,Day1,NA,NA,NA,NA,NA,NA,NA,A19,6,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G8677,Day15,NA,NA,NA,NA,NA,NA,NA,A19,6,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G8677,Day22,0.525,525,6.26339826,0.083,0.49585,NA,NA,A19,6,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G8677,Day8,NA,NA,NA,NA,NA,NA,NA,A19,6,Apo,Control,Ambient (19C),Tray,92,22,N,NA
G87,Day0,0.271,271,5.60211882,NA,0.48216,NA,NA,A1,12,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G87,Day1,NA,NA,NA,0.12,0.56758,NA,NA,A1,12,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G87,Day15,0.249,249,5.5174529,0.141,NA,0.02835,-3.5631282,A1,12,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G87,Day22,0.244,244,5.49716823,0.332,0.52655,0.01415,-4.2580407,A1,12,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G87,Day8,0.259,259,5.55682806,0.098,NA,0.02885,-3.5456453,A1,12,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G88,Day0,0.145,145,4.97673374,NA,0.61776,NA,NA,A2,8,Apo,PDF,Elevated (30C),E1,13,21,N,SW
G88,Day1,NA,NA,NA,0.101,0.59363,NA,NA,A2,8,Apo,PDF,Elevated (30C),E1,13,21,N,SW
G88,Day15,0.124,124,4.82028157,0.253,NA,0.00736,-4.9116953,A2,8,Apo,PDF,Elevated (30C),E1,13,21,N,SW
G88,Day22,NA,NA,NA,NA,NA,NA,NA,A2,8,Apo,PDF,Elevated (30C),E1,13,21,N,SW
G88,Day8,0.129,129,4.8598124,0.181,NA,0.00941,-4.6659823,A2,8,Apo,PDF,Elevated (30C),E1,13,21,N,SW
G8965,Day0,0.24,240,5.48063892,NA,0.54665,NA,NA,A22,5,Apo,Control,Ambient (19C),Tray,91,22,N,NA
G8965,Day1,NA,NA,NA,NA,NA,NA,NA,A22,5,Apo,Control,Ambient (19C),Tray,91,22,N,NA
G8965,Day15,NA,NA,NA,NA,NA,NA,NA,A22,5,Apo,Control,Ambient (19C),Tray,91,22,N,NA
G8965,Day22,0.223,223,5.40717177,0.085,0.55253,NA,NA,A22,5,Apo,Control,Ambient (19C),Tray,91,22,N,NA
G8965,Day8,NA,NA,NA,NA,NA,NA,NA,A22,5,Apo,Control,Ambient (19C),Tray,91,22,N,NA
G90,Day0,0.108,108,4.68213123,NA,0.42991,NA,NA,A3,2,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G90,Day1,NA,NA,NA,0.185,0.57555,NA,NA,A3,2,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G90,Day15,0.097,97,4.57471098,0.203,NA,0.00498,-5.3023254,A3,2,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G90,Day22,0.097,97,4.57471098,0.096,0.56415,0.00418,-5.477444,A3,2,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G90,Day8,0.105,105,4.65396035,0.095,NA,0.00689,-4.9776842,A3,2,Apo,PDF,Elevated (30C),E1,13,22,N,SW
G9116,Day0,0.281,281,5.63835467,NA,0.54342,NA,NA,A22,4,Apo,Control,Ambient (19C),Tray,90,22,N,EC
G9116,Day1,NA,NA,NA,NA,NA,NA,NA,A22,4,Apo,Control,Ambient (19C),Tray,90,22,N,EC
G9116,Day15,NA,NA,NA,NA,NA,NA,NA,A22,4,Apo,Control,Ambient (19C),Tray,90,22,N,EC
G9116,Day22,0.267,267,5.58724866,0.115,0.5371,0.04033,-3.2106597,A22,4,Apo,Control,Ambient (19C),Tray,90,22,N,EC
G9116,Day8,NA,NA,NA,NA,NA,NA,NA,A22,4,Apo,Control,Ambient (19C),Tray,90,22,N,EC
G92,Day0,0.134,134,4.8978398,NA,0.50215,NA,NA,A3,10,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G92,Day1,NA,NA,NA,0.052,0.57115,NA,NA,A3,10,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G92,Day15,0.121,121,4.79579055,0.167,NA,0.0118,-4.4396557,A3,10,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G92,Day22,0.119,119,4.77912349,0.396,0.56077,0.00708,-4.9504814,A3,10,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G92,Day8,0.131,131,4.87519732,0.123,NA,0.02281,-3.7805562,A3,10,Apo,PDF,Elevated (30C),E1,13,22,N,EC
G93,Day0,0.128,128,4.85203026,NA,0.53324,NA,NA,A1,5,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G93,Day1,NA,NA,NA,0.217,0.40193,NA,NA,A1,5,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G93,Day15,0.102,102,4.62497281,0.233,NA,0.00879,-4.7341406,A1,5,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G93,Day22,0.087,87,4.46590812,0.29,0.41127,0.0116,-4.4567502,A1,5,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G93,Day8,0.209,209,5.34233425,0.112,NA,0.00866,-4.7490406,A1,5,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G94,Day0,0.078,78,4.35670883,NA,0.51344,NA,NA,A2,1,Apo,PLF,Elevated (30C),F1,14,8,N,NA
G94,Day1,NA,NA,NA,0.314,0.37181,NA,NA,A2,1,Apo,PLF,Elevated (30C),F1,14,8,N,NA
G94,Day15,NA,NA,NA,NA,NA,NA,NA,A2,1,Apo,PLF,Elevated (30C),F1,14,8,N,NA
G94,Day22,NA,NA,NA,NA,NA,NA,NA,A2,1,Apo,PLF,Elevated (30C),F1,14,8,N,NA
G94,Day8,NA,NA,NA,0.46,NA,NA,NA,A2,1,Apo,PLF,Elevated (30C),F1,14,8,N,NA
G95,Day0,0.167,167,5.11799381,NA,0.54777,NA,NA,A2,9,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G95,Day1,NA,NA,NA,0.155,0.65597,NA,NA,A2,9,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G95,Day15,0.154,154,5.0369526,0.184,NA,0.00707,-4.9518948,A2,9,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G95,Day22,0.149,149,5.00394631,0.102,0.59036,0.00509,-5.2804774,A2,9,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G95,Day8,0.16,160,5.07517382,0.176,NA,0.0074,-4.9062753,A2,9,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G9669,Day0,0.433,433,6.07073773,NA,0.24758,NA,NA,A21,4,Apo,Control,Ambient (19C),Tray,91,22,N,SW
G9669,Day1,NA,NA,NA,NA,NA,NA,NA,A21,4,Apo,Control,Ambient (19C),Tray,91,22,N,SW
G9669,Day15,NA,NA,NA,NA,NA,NA,NA,A21,4,Apo,Control,Ambient (19C),Tray,91,22,N,SW
G9669,Day22,0.403,403,5.99893656,0.081,0.30981,0.06001,-2.8132441,A21,4,Apo,Control,Ambient (19C),Tray,91,22,N,SW
G9669,Day8,NA,NA,NA,NA,NA,NA,NA,A21,4,Apo,Control,Ambient (19C),Tray,91,22,N,SW
G97,Day0,0.174,174,5.1590553,NA,0.49655,NA,NA,A3,3,Apo,PLF,Elevated (30C),F1,14,22,N,EC
G97,Day1,NA,NA,NA,0.204,0.58108,NA,NA,A3,3,Apo,PLF,Elevated (30C),F1,14,22,N,EC
G97,Day15,0.158,158,5.06259503,0.256,NA,0.01206,-4.4178611,A3,3,Apo,PLF,Elevated (30C),F1,14,22,N,EC
G97,Day22,0.164,164,5.09986643,0.257,0.48892,0.02459,-3.7054154,A3,3,Apo,PLF,Elevated (30C),F1,14,22,N,EC
G97,Day8,0.158,158,5.06259503,0.128,NA,0.01933,-3.946097,A3,3,Apo,PLF,Elevated (30C),F1,14,22,N,EC
G98,Day0,0.212,212,5.35658627,NA,0.49683,NA,NA,A3,11,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G98,Day1,NA,NA,NA,0.227,0.67788,NA,NA,A3,11,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G98,Day15,0.199,199,5.29330482,0.158,NA,0.00503,-5.2923353,A3,11,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G98,Day22,0.2,200,5.29831737,0.093,0.55115,0.00558,-5.1885665,A3,11,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G98,Day8,0.197,197,5.28320373,0.195,NA,0.00571,-5.1655363,A3,11,Apo,PLF,Elevated (30C),F1,14,22,N,SW
G9868,Day0,0.093,93,4.53259949,NA,0.43873,NA,NA,A21,3,Apo,Control,Ambient (19C),Tray,90,22,N,NA
G9868,Day1,NA,NA,NA,NA,NA,NA,NA,A21,3,Apo,Control,Ambient (19C),Tray,90,22,N,NA
G9868,Day15,NA,NA,NA,NA,NA,NA,NA,A21,3,Apo,Control,Ambient (19C),Tray,90,22,N,NA
G9868,Day22,0.074,74,4.30406509,0.21,0.56423,NA,NA,A21,3,Apo,Control,Ambient (19C),Tray,90,22,N,NA
G9868,Day8,NA,NA,NA,NA,NA,NA,NA,A21,3,Apo,Control,Ambient (19C),Tray,90,22,N,NA
G9877,Day0,0.137,137,4.91998093,NA,0.27953,NA,NA,A21,6,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G9877,Day1,NA,NA,NA,NA,NA,NA,NA,A21,6,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G9877,Day15,NA,NA,NA,NA,NA,NA,NA,A21,6,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G9877,Day22,0.142,142,4.95582706,0.116,0.41292,0.03113,-3.4695833,A21,6,Apo,Control,Ambient (19C),Tray,93,22,N,EC
G9877,Day8,NA,NA,NA,NA,NA,NA,NA,A21,6,Apo,Control,Ambient (19C),Tray,93,22,N,EC
O1618,Day0,0.6,600,6.39692966,NA,0.59009,NA,NA,A19,9,Apo,Control,Ambient (19C),Tray,95,22,N,NA
O1618,Day1,NA,NA,NA,NA,NA,NA,NA,A19,9,Apo,Control,Ambient (19C),Tray,95,22,N,NA
O1618,Day15,NA,NA,NA,NA,NA,NA,NA,A19,9,Apo,Control,Ambient (19C),Tray,95,22,N,NA
O1618,Day22,0.504,504,6.22257627,0.131,0.42886,NA,NA,A19,9,Apo,Control,Ambient (19C),Tray,95,22,N,NA
O1618,Day8,NA,NA,NA,NA,NA,NA,NA,A19,9,Apo,Control,Ambient (19C),Tray,95,22,N,NA
O1962,Day0,0.042,42,3.73766962,NA,0.45072,NA,NA,A21,7,Apo,Control,Ambient (19C),Tray,94,22,N,NA
O1962,Day1,NA,NA,NA,NA,NA,NA,NA,A21,7,Apo,Control,Ambient (19C),Tray,94,22,N,NA
O1962,Day15,NA,NA,NA,NA,NA,NA,NA,A21,7,Apo,Control,Ambient (19C),Tray,94,22,N,NA
O1962,Day22,0.042,42,3.73766962,0.294,0.48339,NA,NA,A21,7,Apo,Control,Ambient (19C),Tray,94,22,N,NA
O1962,Day8,NA,NA,NA,NA,NA,NA,NA,A21,7,Apo,Control,Ambient (19C),Tray,94,22,N,NA
O26,Day0,0.21,210,5.34710753,NA,0.37646,NA,NA,A13,21,Apo,NDF,Elevated (30C),G4,63,12,N,NA
O26,Day1,NA,NA,NA,0.26,0.43609,NA,NA,A13,21,Apo,NDF,Elevated (30C),G4,63,12,N,NA
O26,Day15,NA,NA,NA,NA,NA,NA,NA,A13,21,Apo,NDF,Elevated (30C),G4,63,12,N,NA
O26,Day22,NA,NA,NA,NA,NA,NA,NA,A13,21,Apo,NDF,Elevated (30C),G4,63,12,N,NA
O26,Day8,0.174,174,5.1590553,0.318,NA,NA,NA,A13,21,Apo,NDF,Elevated (30C),G4,63,12,N,NA
O27,Day0,0.442,442,6.09130988,NA,0.41958,NA,NA,A12,8,Apo,NLF,Elevated (30C),H4,64,22,N,SW
O27,Day1,NA,NA,NA,0.103,0.53559,NA,NA,A12,8,Apo,NLF,Elevated (30C),H4,64,22,N,SW
O27,Day15,0.423,423,6.04737218,0.336,NA,0.00349,-5.6578535,A12,8,Apo,NLF,Elevated (30C),H4,64,22,N,SW
O27,Day22,0.415,415,6.02827852,0.415,0.35608,0.02497,-3.6900802,A12,8,Apo,NLF,Elevated (30C),H4,64,22,N,SW
O27,Day8,0.397,397,5.98393628,0.171,NA,0.00224,-6.1012794,A12,8,Apo,NLF,Elevated (30C),H4,64,22,N,SW
O29,Day0,0.178,178,5.18178355,NA,0.58476,NA,NA,A12,16,Apo,NLF,Elevated (30C),H4,64,22,N,EC
O29,Day1,NA,NA,NA,0.103,0.60046,NA,NA,A12,16,Apo,NLF,Elevated (30C),H4,64,22,N,EC
O29,Day15,0.179,179,5.18738581,0.443,NA,0.01081,-4.5272836,A12,16,Apo,NLF,Elevated (30C),H4,64,22,N,EC
O29,Day22,0.177,177,5.17614973,0.343,0.28939,0.00653,-5.0313483,A12,16,Apo,NLF,Elevated (30C),H4,64,22,N,EC
O29,Day8,0.162,162,5.08759634,0.206,NA,0.01677,-4.0881637,A12,16,Apo,NLF,Elevated (30C),H4,64,22,N,EC
O30,Day0,0.178,178,5.18178355,NA,0.30865,NA,NA,A13,6,Apo,NLF,Elevated (30C),H4,64,0,N,SW
O30,Day1,NA,NA,NA,0.205,0.50776,NA,NA,A13,6,Apo,NLF,Elevated (30C),H4,64,0,N,SW
O30,Day15,NA,NA,NA,NA,NA,NA,NA,A13,6,Apo,NLF,Elevated (30C),H4,64,0,N,SW
O30,Day22,NA,NA,NA,NA,NA,NA,NA,A13,6,Apo,NLF,Elevated (30C),H4,64,0,N,SW
O30,Day8,0.155,155,5.04342512,0.088,NA,0.00643,-5.0467807,A13,6,Apo,NLF,Elevated (30C),H4,64,0,N,SW
O31,Day0,0.335,335,5.81413053,NA,0.3107,NA,NA,A25,4,Apo,NLF,Elevated (30C),H4,64,10,N,EC
O31,Day1,NA,NA,NA,0.142,0.39395,NA,NA,A25,4,Apo,NLF,Elevated (30C),H4,64,10,N,EC
O31,Day15,NA,NA,NA,NA,NA,NA,NA,A25,4,Apo,NLF,Elevated (30C),H4,64,10,N,EC
O31,Day22,NA,NA,NA,NA,NA,NA,NA,A25,4,Apo,NLF,Elevated (30C),H4,64,10,N,EC
O31,Day8,0.281,281,5.63835467,0.164,NA,0.02204,-3.8148963,A25,4,Apo,NLF,Elevated (30C),H4,64,10,N,EC
O32,Day0,0.332,332,5.80513497,NA,0.469,NA,NA,A14,1,Apo,NLF,Elevated (30C),H4,64,5,N,NA
O32,Day1,NA,NA,NA,0.164,0.52443,NA,NA,A14,1,Apo,NLF,Elevated (30C),H4,64,5,N,NA
O32,Day15,NA,NA,NA,NA,NA,NA,NA,A14,1,Apo,NLF,Elevated (30C),H4,64,5,N,NA
O32,Day22,NA,NA,NA,NA,NA,NA,NA,A14,1,Apo,NLF,Elevated (30C),H4,64,5,N,NA
