"","Time.Elapsed.Min","vial","value","sym.state"
"370",92.25,"A2",51.6138743455497,"apo"
"371",92.5,"A2",52.1838743455497,"apo"
"372",92.75,"A2",52.1838743455497,"apo"
"373",93,"A2",52.7638743455497,"apo"
"374",93.25,"A2",52.1838743455497,"apo"
"375",93.5,"A2",52.3238743455497,"apo"
"376",93.75,"A2",51.6138743455497,"apo"
"377",94,"A2",52.0438743455497,"apo"
"378",94.25,"A2",51.7538743455497,"apo"
"379",94.5,"A2",51.6138743455497,"apo"
"380",94.75,"A2",51.1838743455497,"apo"
"381",95,"A2",51.1838743455497,"apo"
"382",95.25,"A2",50.1838743455497,"apo"
"383",95.5,"A2",50.3238743455497,"apo"
"384",95.75,"A2",50.1838743455497,"apo"
"385",96,"A2",50.1838743455497,"apo"
"386",96.25,"A2",50.1838743455497,"apo"
"387",96.5,"A2",49.6138743455497,"apo"
"388",96.75,"A2",49.1838743455497,"apo"
"389",97,"A2",49.7538743455497,"apo"
"390",97.25,"A2",49.6138743455497,"apo"
"391",97.5,"A2",49.7538743455497,"apo"
"392",97.75,"A2",49.6138743455497,"apo"
"393",98,"A2",49.6138743455497,"apo"
"394",98.25,"A2",50.1838743455497,"apo"
"395",98.5,"A2",50.4738743455497,"apo"
"396",98.75,"A2",49.7538743455497,"apo"
"397",99,"A2",50.8938743455497,"apo"
"398",99.25,"A2",50.6138743455497,"apo"
"399",99.5,"A2",50.7538743455497,"apo"
"400",99.75,"A2",50.8938743455497,"apo"
"401",100,"A2",50.7538743455497,"apo"
"402",100.25,"A2",50.1838743455497,"apo"
"403",100.5,"A2",50.7538743455497,"apo"
"404",100.75,"A2",50.6138743455497,"apo"
"405",101,"A2",50.6138743455497,"apo"
"406",101.25,"A2",50.3238743455497,"apo"
"407",101.5,"A2",50.1838743455497,"apo"
"408",101.75,"A2",49.4738743455497,"apo"
"409",102,"A2",50.1838743455497,"apo"
"410",102.25,"A2",49.3338743455497,"apo"
"411",102.5,"A2",50.1838743455497,"apo"
"412",102.75,"A2",50.1838743455497,"apo"
"413",103,"A2",49.8938743455497,"apo"
"414",103.25,"A2",50.1838743455497,"apo"
"415",103.5,"A2",49.7538743455497,"apo"
"416",103.75,"A2",49.4738743455497,"apo"
"417",104,"A2",49.3338743455497,"apo"
"418",104.25,"A2",48.6238743455497,"apo"
"419",104.5,"A2",48.4738743455497,"apo"
"420",104.75,"A2",48.9038743455497,"apo"
"421",105,"A2",48.6238743455497,"apo"
"422",105.25,"A2",47.6238743455497,"apo"
"423",105.5,"A2",48.3338743455497,"apo"
"424",105.75,"A2",47.9138743455497,"apo"
"425",106,"A2",47.9138743455497,"apo"
