Date,Colony#,Colony,Sym.State,Tile,Frag,B.TAG,TANK.ID,Treat.ID,Sump,Temperature,Plastic,Light,Food,Mass,Day
10/26/2021,9,S5,SYM,24,1,B59,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.17,22
08/03/2021,9,S5,SYM,24,1,B59,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.177,1
10/12/2021,9,S5,SYM,24,1,B59,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.155,8
10/19/2021,9,S5,SYM,24,1,B59,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.168,15
10/26/2021,10,S6,SYM,24,2,B60,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.14,22
08/03/2021,10,S6,SYM,24,2,B60,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.139,1
10/12/2021,10,S6,SYM,24,2,B60,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.132,8
10/19/2021,10,S6,SYM,24,2,B60,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.14,15
08/06/2021,31,S17,SYM,86,6,B616,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.308,1
10/27/2021,31,S17,SYM,86,6,B616,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.309,22
10/26/2021,10,S6,SYM,24,10,B62,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.072,22
08/03/2021,10,S6,SYM,24,10,B62,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.074,1
10/12/2021,10,S6,SYM,24,10,B62,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.073,8
10/19/2021,10,S6,SYM,24,10,B62,H2,NLF,Blue,ELEVATED,NOPLASTIC,LIGHT,FED,0.077,15
08/06/2021,33,S19,SYM,88,3,B6232,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.217,1
10/27/2021,33,S19,SYM,88,3,B6232,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.213,22
08/03/2021,11,A4,APO,25,1,B63,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.173,1
10/4/2021,11,A4,APO,25,1,B63,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.152,8
10/11/2021,11,A4,APO,25,1,B63,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.15,15
10/18/2021,11,A4,APO,25,1,B63,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.150,22
08/06/2021,37,A20,APO,89,2,B6334,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.158,1
10/28/2021,37,A20,APO,89,2,B6334,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.136,22
08/03/2021,11,A4,APO,25,9,B64,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.193,1
10/4/2021,11,A4,APO,25,9,B64,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.175,8
10/11/2021,11,A4,APO,25,9,B64,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.18,15
10/18/2021,11,A4,APO,25,9,B64,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.175,22
08/03/2021,12,A5,APO,25,5,B65,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.311,1
10/4/2021,12,A5,APO,25,5,B65,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.271,8
10/11/2021,12,A5,APO,25,5,B65,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.269,15
10/18/2021,12,A5,APO,25,5,B65,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.267,22
08/04/2021,12,A5,APO,25,13,B67,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.172,1
10/4/2021,12,A5,APO,25,13,B67,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.157,8
10/11/2021,12,A5,APO,25,13,B67,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.161,15
10/18/2021,12,A5,APO,25,13,B67,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.160,22
08/06/2021,36,A19,APO,89,3,B6947,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.145,1
10/28/2021,36,A19,APO,89,3,B6947,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.141,22
10/25/2021,5,A1,APO,15,6,B7,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,0.113,22
08/02/2021,5,A1,APO,15,6,B7,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,0.154,1
10/11/2021,5,A1,APO,15,6,B7,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,0.142,8
10/17/2021,5,A1,APO,15,6,B7,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,0.124,15
08/04/2021,13,A6,APO,25,2,B70,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.122,1
10/4/2021,13,A6,APO,25,2,B70,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.111,8
10/11/2021,13,A6,APO,25,2,B70,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.11,15
10/18/2021,13,A6,APO,25,2,B70,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.110,22
08/03/2021,11,A4,APO,26,2,B71,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.084,1
10/5/2021,11,A4,APO,26,2,B71,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.079,8
10/12/2021,11,A4,APO,26,2,B71,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,NA,15
10/19/2021,11,A4,APO,26,2,B71,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,NA,22
08/03/2021,11,A4,APO,26,10,B72,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.088,1
10/5/2021,11,A4,APO,26,10,B72,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.088,8
10/12/2021,11,A4,APO,26,10,B72,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,NA,15
10/19/2021,11,A4,APO,26,10,B72,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,NA,22
08/03/2021,12,A5,APO,26,6,B73,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.489,1
10/5/2021,12,A5,APO,26,6,B73,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.458,8
10/12/2021,12,A5,APO,26,6,B73,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.42,15
10/19/2021,12,A5,APO,26,6,B73,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.406,22
08/04/2021,12,A5,APO,26,14,B74,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.136,1
10/5/2021,12,A5,APO,26,14,B74,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.131,8
10/12/2021,12,A5,APO,26,14,B74,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.128,15
10/19/2021,12,A5,APO,26,14,B74,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.127,22
08/04/2021,13,A6,APO,26,3,B75,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.113,1
10/5/2021,13,A6,APO,26,3,B75,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.114,8
10/12/2021,13,A6,APO,26,3,B75,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.104,15
10/19/2021,13,A6,APO,26,3,B75,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.111,22
08/31/2021,52,A25,APO,27,6,B76,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.292,1
10/6/2021,52,A25,APO,27,6,B76,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.275,8
10/13/2021,52,A25,APO,27,6,B76,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.252,15
10/20/2021,52,A25,APO,27,6,B76,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.240,22
08/03/2021,11,A4,APO,27,11,B77,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.201,1
10/6/2021,11,A4,APO,27,11,B77,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.189,8
10/13/2021,11,A4,APO,27,11,B77,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.18,15
10/20/2021,11,A4,APO,27,11,B77,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.172,22
08/04/2021,12,A5,APO,27,7,B78,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.082,1
10/6/2021,12,A5,APO,27,7,B78,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,NA,8
10/13/2021,12,A5,APO,27,7,B78,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,NA,15
10/20/2021,12,A5,APO,27,7,B78,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,NA,22
08/04/2021,12,A5,APO,27,15,B79,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.163,1
10/6/2021,12,A5,APO,27,15,B79,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.164,8
10/13/2021,12,A5,APO,27,15,B79,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.151,15
10/20/2021,12,A5,APO,27,15,B79,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.149,22
08/31/2021,52,A25,APO,15,3,B8,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,0.084,1
10/11/2021,52,A25,APO,15,3,B8,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,0.073,8
10/17/2021,52,A25,APO,15,3,B8,G1,NDF,Blue,ELEVATED,NOPLASTIC,DARK,FED,NA,15
08/04/2021,13,A6,APO,27,4,B80,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.208,1
10/6/2021,13,A6,APO,27,4,B80,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.203,8
10/13/2021,13,A6,APO,27,4,B80,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.194,15
10/20/2021,13,A6,APO,27,4,B80,C2,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.194,22
08/03/2021,11,A4,APO,28,4,B82,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.124,1
10/7/2021,11,A4,APO,28,4,B82,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.132,8
10/14/2021,11,A4,APO,28,4,B82,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.136,15
10/21/2021,11,A4,APO,28,4,B82,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.140,22
08/06/2021,33,S19,SYM,87,10,B820,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.396,1
10/27/2021,33,S19,SYM,87,10,B820,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.380,22
08/03/2021,11,A4,APO,28,12,B83,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.144,1
10/7/2021,11,A4,APO,28,12,B83,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.153,8
10/14/2021,11,A4,APO,28,12,B83,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.131,15
10/21/2021,11,A4,APO,28,12,B83,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.137,22
08/04/2021,12,A5,APO,28,8,B84,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.207,1
10/7/2021,12,A5,APO,28,8,B84,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.19,8
10/14/2021,12,A5,APO,28,8,B84,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.202,15
10/21/2021,12,A5,APO,28,8,B84,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.198,22
08/04/2021,12,A5,APO,28,16,B85,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.154,1
10/7/2021,12,A5,APO,28,16,B85,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.142,8
10/14/2021,12,A5,APO,28,16,B85,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.136,15
10/21/2021,12,A5,APO,28,16,B85,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.124,22
08/04/2021,13,A6,APO,28,5,B87,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.215,1
10/7/2021,13,A6,APO,28,5,B87,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.209,8
10/14/2021,13,A6,APO,28,5,B87,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.208,15
10/21/2021,13,A6,APO,28,5,B87,D2,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.201,22
08/03/2021,11,A4,APO,29,5,B88,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.078,1
10/8/2021,11,A4,APO,29,5,B88,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.074,8
10/15/2021,11,A4,APO,29,5,B88,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.067,15
10/22/2021,11,A4,APO,29,5,B88,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,NA,22
08/03/2021,12,A5,APO,29,1,B90,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.345,1
10/8/2021,12,A5,APO,29,1,B90,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,NA,8
10/15/2021,12,A5,APO,29,1,B90,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,NA,15
10/22/2021,12,A5,APO,29,1,B90,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,NA,22
08/06/2021,33,S19,SYM,87,2,B919,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.309,1
10/27/2021,33,S19,SYM,87,2,B919,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.308,22
08/04/2021,12,A5,APO,29,9,B92,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.21,1
10/8/2021,12,A5,APO,29,9,B92,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.206,8
10/15/2021,12,A5,APO,29,9,B92,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.189,15
10/22/2021,12,A5,APO,29,9,B92,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.188,22
08/04/2021,12,A5,APO,29,17,B93,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.184,1
10/8/2021,12,A5,APO,29,17,B93,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.172,8
10/15/2021,12,A5,APO,29,17,B93,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.164,15
10/22/2021,12,A5,APO,29,17,B93,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.158,22
08/04/2021,14,A7,APO,29,1,B94,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.109,1
10/8/2021,14,A7,APO,29,1,B94,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.109,8
10/15/2021,14,A7,APO,29,1,B94,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.103,15
10/22/2021,14,A7,APO,29,1,B94,E2,PDF,Green,ELEVATED,PLASTIC,DARK,FED,0.096,22
08/04/2021,12,A5,APO,30,10,B95,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,0.102,1
10/10/2021,12,A5,APO,30,10,B95,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,8
10/17/2021,12,A5,APO,30,10,B95,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,15
10/24/2021,12,A5,APO,30,10,B95,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,22
08/06/2021,38,A21,APO,89,2,B9658,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.187,1
10/28/2021,38,A21,APO,89,2,B9658,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.183,22
08/04/2021,12,A5,APO,30,18,B97,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,0.081,1
10/10/2021,12,A5,APO,30,18,B97,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,0.075,8
10/17/2021,12,A5,APO,30,18,B97,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,0.072,15
10/24/2021,12,A5,APO,30,18,B97,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,22
08/04/2021,14,A7,APO,30,2,B98,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,0.223,1
10/10/2021,14,A7,APO,30,2,B98,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,8
10/17/2021,14,A7,APO,30,2,B98,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,15
10/24/2021,14,A7,APO,30,2,B98,F2,PLF,Green,ELEVATED,PLASTIC,LIGHT,FED,NA,22
08/06/2021,31,S17,SYM,88,8,B9940,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.669,1
10/27/2021,31,S17,SYM,88,8,B9940,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.658,22
08/06/2021,36,A19,APO,91,5,G1899,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.174,1
10/28/2021,36,A19,APO,91,5,G1899,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.132,22
08/06/2021,37,A20,APO,91,4,G1991,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.257,1
10/28/2021,37,A20,APO,91,4,G1991,Tray,Control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.260,22
08/09/2021,44,S23,SYM,1,2,G24,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.159,1
10/4/2021,44,S23,SYM,1,2,G24,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.138,8
10/11/2021,44,S23,SYM,1,2,G24,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.138,15
10/18/2021,44,S23,SYM,1,2,G24,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.137,22
08/09/2021,47,S26,SYM,1,1,G25,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.364,1
10/4/2021,47,S26,SYM,1,1,G25,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.337,8
10/11/2021,47,S26,SYM,1,1,G25,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.344,15
10/18/2021,47,S26,SYM,1,1,G25,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.348,22
08/09/2021,48,S27,SYM,1,6,G26,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.224,1
10/4/2021,48,S27,SYM,1,6,G26,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.183,8
10/11/2021,48,S27,SYM,1,6,G26,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.189,15
10/18/2021,48,S27,SYM,1,6,G26,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.184,22
08/09/2021,50,S29,SYM,1,1,G27,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.193,1
10/4/2021,50,S29,SYM,1,1,G27,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.185,8
10/11/2021,50,S29,SYM,1,1,G27,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.189,15
10/18/2021,50,S29,SYM,1,1,G27,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.190,22
08/09/2021,42,S21,SYM,2,2,G28,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.302,1
10/5/2021,42,S21,SYM,2,2,G28,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.286,8
10/12/2021,42,S21,SYM,2,2,G28,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.277,15
10/19/2021,42,S21,SYM,2,2,G28,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.272,22
08/09/2021,45,S24,SYM,2,1,G29,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.186,1
10/5/2021,45,S24,SYM,2,1,G29,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.188,8
10/12/2021,45,S24,SYM,2,1,G29,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.189,15
10/19/2021,45,S24,SYM,2,1,G29,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.185,22
08/09/2021,47,S26,SYM,2,2,G30,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.315,1
10/5/2021,47,S26,SYM,2,2,G30,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.305,8
10/12/2021,47,S26,SYM,2,2,G30,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.3,15
10/19/2021,47,S26,SYM,2,2,G30,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.284,22
08/09/2021,48,S27,SYM,2,7,G31,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.249,1
10/5/2021,48,S27,SYM,2,7,G31,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.244,8
10/12/2021,48,S27,SYM,2,7,G31,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.235,15
10/19/2021,48,S27,SYM,2,7,G31,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.229,22
08/09/2021,50,S29,SYM,2,2,G32,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.107,1
10/5/2021,50,S29,SYM,2,2,G32,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.195,8
10/12/2021,50,S29,SYM,2,2,G32,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.103,15
10/19/2021,50,S29,SYM,2,2,G32,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.099,22
08/09/2021,42,S21,SYM,3,3,G33,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.458,1
10/6/2021,42,S21,SYM,3,3,G33,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.453,8
10/13/2021,42,S21,SYM,3,3,G33,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.444,15
10/20/2021,42,S21,SYM,3,3,G33,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.420,22
08/09/2021,45,S24,SYM,3,2,G34,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.039,1
10/6/2021,45,S24,SYM,3,2,G34,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.053,8
10/13/2021,45,S24,SYM,3,2,G34,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,NA,15
10/20/2021,45,S24,SYM,3,2,G34,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,NA,22
08/09/2021,47,S26,SYM,3,3,G35,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.174,1
10/6/2021,47,S26,SYM,3,3,G35,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.17,8
10/13/2021,47,S26,SYM,3,3,G35,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.16,15
10/20/2021,47,S26,SYM,3,3,G35,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.152,22
08/09/2021,49,S28,SYM,3,1,G37,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.218,1
10/6/2021,49,S28,SYM,3,1,G37,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.214,8
10/13/2021,49,S28,SYM,3,1,G37,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.206,15
10/20/2021,49,S28,SYM,3,1,G37,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.201,22
08/09/2021,50,S29,SYM,3,3,G38,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.175,1
10/6/2021,50,S29,SYM,3,3,G38,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.178,8
10/13/2021,50,S29,SYM,3,3,G38,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.173,15
10/20/2021,50,S29,SYM,3,3,G38,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.165,22
08/09/2021,43,S22,SYM,4,1,G39,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.108,1
10/7/2021,43,S22,SYM,4,1,G39,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.094,8
10/14/2021,43,S22,SYM,4,1,G39,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.087,15
10/21/2021,43,S22,SYM,4,1,G39,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.076,22
08/09/2021,42,S21,SYM,1,1,G4,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.160,1
10/4/2021,42,S21,SYM,1,1,G4,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.151,8
10/11/2021,42,S21,SYM,1,1,G4,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.147,15
10/18/2021,42,S21,SYM,1,1,G4,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.147,22
08/09/2021,45,S24,SYM,4,3,G40,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.331,1
10/7/2021,45,S24,SYM,4,3,G40,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.338,8
10/14/2021,45,S24,SYM,4,3,G40,D1,NLS,Yellow,ELEVATED,NOPLASTIC,LIGHT,STARVED,0.343,15
